ddpg_1,ddpg_0,td3,sac,ddpg_0_1
-356.0966206,-295.7405601,-153.6657976,-135.0422939,-172.292226
-343.1702448,-292.7965887,-150.9717558,-133.6106677,-170.1601789
-321.3983232,-304.7976736,-160.2462435,-132.7348442,-169.1687854
-326.9498705,-303.083893,-156.8567655,-142.2804325,-167.9375834
-329.6162268,-300.0603667,-154.5039367,-152.6275158,-166.5942187
-350.8244687,-298.4222254,-168.5149854,-164.5305212,-166.7862954
-328.4652446,-298.1280727,-164.7998073,-160.5870251,-166.5876466
-296.0334689,-297.5418465,-161.358169,-144.7560504,-166.0646988
-303.1760341,-298.1897488,-145.6205147,-142.0755741,-164.0202804
-320.9164507,-296.5051908,-144.0913517,-159.99768,-162.0273876
-339.230349,-295.9824588,-142.6660282,-155.8135683,-160.0912516
-379.2806519,-294.3394124,-141.148106,-164.6310142,-158.1969371
-379.1508208,-294.1861141,-140.0963408,-160.2401432,-156.3868774
-402.5026279,-291.277434,-152.1104751,-167.8238912,-155.9592372
-423.5336815,-289.6210658,-149.741394,-184.3949745,-155.3374529
-406.683431,-289.2974182,-160.2556705,-177.9971864,-155.8292746
-436.2175961,-288.9600704,-144.5445888,-193.8855293,-154.7008061
-441.5609695,-286.0951151,-143.0573282,-186.2465168,-153.5364583
-435.0130894,-286.4644665,-141.9109168,-180.016533,-152.3739041
-474.0551314,-284.9512477,-141.1497842,-196.8419853,-151.2514921
-475.0504453,-282.1200266,-162.9316757,-189.4973309,-152.4195105
-512.1519876,-280.5541266,-159.9279236,-182.7188859,-153.1703518
-523.6352284,-278.9972198,-157.4289275,-176.6490142,-153.5962094
-518.8340757,-277.5487896,-154.4439435,-170.8331664,-153.6809828
-543.0161896,-277.3760282,-165.1927918,-176.7280889,-154.8321637
-501.3776353,-278.5607723,-161.6603288,-159.2145646,-155.5149802
-513.1519949,-278.8273789,-158.2291828,-155.4905896,-155.7864005
-489.9915136,-277.3931822,-178.3915775,-152.5536577,-158.0469182
-467.287164,-275.9374614,-160.7505597,-137.4817815,-158.3172823
-446.3313026,-274.5085503,-145.056536,-136.4583117,-156.9912077
-427.1207548,-271.7817788,-131.062145,-135.3742124,-154.3983014
-396.9144707,-270.3720152,-130.9035791,-134.3174701,-152.0488292
-405.1966533,-270.1279163,-130.6347765,-132.8189351,-149.9074239
-414.4309691,-268.7811467,-142.2321066,-131.3200515,-149.1398922
-410.537663,-267.2316105,-140.6515885,-130.7277536,-148.2910618
-423.2264225,-268.2788045,-139.2358285,-140.0122344,-147.3855385
-430.3806142,-268.5223906,-138.2828256,-150.4956778,-146.4752672
-411.9500762,-267.1863015,-135.9582473,-147.2914698,-145.4235652
-396.8724038,-264.5301446,-134.9473602,-132.7940567,-144.3759447
-420.7842488,-263.196053,-133.3327082,-119.9628409,-143.2716211
-427.8992866,-261.7618869,-149.5610406,-119.9253732,-143.900563
-434.1579408,-260.4523342,-158.363483,-131.4868259,-145.346855
-453.2158986,-259.1556855,-155.6714762,-129.8869947,-146.3793171
-433.8999657,-259.0848285,-164.2508503,-117.1253312,-148.1664704
-441.8243154,-257.8112352,-171.9414745,-118.0057325,-150.5439709
-439.4280187,-258.1033806,-167.0178179,-118.6798987,-152.1913556
-457.5218678,-256.8234175,-163.6311633,-142.4482025,-153.3353363
-461.2393957,-256.925991,-173.6200796,-151.93203,-155.3638107
-474.0280165,-255.7155158,-179.9424208,-148.3014786,-157.8216717
-477.5667329,-255.6376785,-174.6897282,-145.9646024,-159.5084773
-479.2632454,-256.6191886,-170.0503697,-155.0273944,-160.5626666
-504.7413807,-256.8214073,-153.2250934,-151.9876033,-159.8289092
-528.6171667,-257.8141694,-150.1053938,-148.8667133,-158.8565577
-514.4572887,-256.5568447,-148.2374486,-134.2249987,-157.7946468
-525.459894,-255.3100629,-145.2117397,-144.4875817,-156.5363561
-533.8400036,-254.1445814,-143.5568921,-142.1115739,-155.2384097
-543.0472357,-252.942901,-154.3054868,-153.607089,-155.1451174
-551.8122326,-251.821911,-173.6950154,-150.4921346,-157.0001072
-547.3576868,-250.591801,-169.1052862,-147.5209092,-158.2106251
-555.0881387,-249.3710337,-164.6274091,-145.429432,-158.8523035
-549.2727236,-248.1885112,-174.5787194,-142.8755117,-160.4249451
-531.1999056,-247.0061736,-180.8002395,-152.3135023,-162.4624745
-527.7675668,-245.8070391,-175.4426648,-149.4028112,-163.7604936
-511.2296593,-245.9677298,-158.3547319,-158.531567,-163.2199174
-492.0367926,-246.0282833,-167.2300493,-155.2215861,-163.6209306
-480.5890429,-246.0202046,-150.7115421,-166.141787,-162.3299917
-457.6676565,-244.8605772,-148.5658918,-162.1259131,-160.9535817
-412.004139,-243.7394386,-146.0951044,-146.0523175,-159.467734
-408.3440546,-242.619423,-131.7915145,-143.818359,-156.7001121
-380.222145,-241.4473632,-131.4322523,-129.802577,-154.1733261
-355.0785991,-240.2434445,-142.3326992,-129.2952327,-152.9892634
-369.6585328,-239.1577663,-152.6700462,-128.8277125,-152.9573417
-357.9761618,-240.3468138,-149.2768128,-116.1991842,-152.5892888
-366.1492351,-239.2624385,-156.7882357,-138.6135214,-153.0091835
-366.4998643,-238.2596133,-154.1853277,-136.3787481,-153.1267979
-342.5185492,-235.8824873,-163.3479493,-122.8881934,-154.148913
-346.5071609,-234.8950425,-172.1792204,-123.1473877,-155.9519438
-324.3446298,-236.0208256,-167.9707962,-111.1465881,-157.153829
-315.5515889,-233.6768772,-185.4786552,-112.3782132,-159.9863116
-308.2432227,-232.6825915,-179.8763303,-125.0291092,-161.9753135
-300.230711,-231.6973331,-185.8544606,-136.4260622,-164.3632282
-295.1735516,-230.7100531,-191.1924251,-135.0565185,-167.0461479
-301.8942525,-229.7183265,-198.5416445,-156.909868,-170.1956976
-334.1573155,-228.7726228,-204.2613579,-153.8057879,-173.6022636
-338.1361268,-228.950911,-196.5396965,-150.9401652,-175.8960069
-317.1591875,-228.0303431,-189.6548542,-136.0172091,-177.2718916
-337.2595168,-227.0554869,-183.6145111,-134.0716341,-177.9061536
-341.0549953,-226.1440645,-177.1735372,-133.110358,-177.8328919
-368.0008252,-226.4308558,-194.7733708,-151.3419418,-179.5269398
-379.6233148,-224.1880408,-200.2179793,-159.9411642,-181.5960438
-403.3210534,-223.2822367,-193.0539901,-169.5983016,-182.7418384
-400.0973745,-223.6770005,-197.6821846,-164.9792217,-184.235873
-398.1926993,-222.7540436,-178.1232505,-161.0608673,-183.6246108
-420.4095491,-223.101331,-172.7253864,-169.4594601,-182.5346883
-429.1938795,-222.2211641,-179.4117016,-175.2691911,-182.2223897
-424.344112,-223.8050675,-173.8432981,-169.6834861,-181.3844805
-444.0942547,-221.5928961,-168.528958,-177.391438,-180.0989283
-449.953747,-220.6987782,-176.5494981,-183.9899195,-179.7439852
-441.92247,-219.8249392,-183.4890602,-177.435118,-180.1184927
-436.3008217,-218.9727999,-176.997564,-160.0727658,-179.8063999
-450.3126632,-219.6799044,-171.9760174,-156.9059754,-179.0233616
-455.5939643,-232.3925637,-167.3709475,-153.4456812,-177.8581202
-460.5461964,-231.3911672,-163.5066015,-150.2246135,-176.4229683
-451.7998239,-234.2049499,-159.9317773,-147.4575621,-174.7738492
-444.6575824,-235.8544988,-144.0876914,-132.9379484,-171.7052334
-425.7386176,-234.8283425,-152.4092554,-131.4409055,-169.7756356
-449.965406,-239.1650799,-149.4977107,-155.4850991,-167.7478431
-455.280325,-239.3739553,-158.9022013,-164.4484677,-166.863279
-473.0293891,-239.647823,-143.1781636,-182.5446129,-164.4947674
-478.5425875,-238.575384,-140.5919102,-176.2888045,-162.1044817
-480.2674043,-237.51836,-150.7060016,-170.8091303,-160.9646337
-469.6066279,-236.4748634,-148.4376766,-177.1620709,-159.711938
-497.413277,-235.4659049,-145.3738536,-171.6745442,-158.2781295
-495.8696135,-235.6955615,-155.6694356,-166.8505138,-158.0172602
-496.1814807,-235.8347639,-164.9591098,-162.4991859,-158.7114451
-484.3067349,-235.9208274,-161.0233551,-158.559442,-158.9426361
-494.2072138,-236.1643409,-157.0419074,-166.2155787,-158.7525632
-482.84905,-235.1282405,-154.2987241,-149.782052,-158.3071793
-503.1620589,-234.0069058,-172.845096,-170.133291,-159.760971
-509.9309428,-231.6849396,-167.6642938,-165.7098081,-160.5513033
-497.7162058,-229.3774419,-175.0763092,-161.5312779,-162.0038039
-492.9620166,-234.7484687,-169.9288409,-157.763037,-162.7963076
-481.2163909,-235.1770284,-165.6111642,-154.2257007,-163.0777932
-493.6733427,-235.6516389,-161.7226225,-161.646091,-162.9422762
-504.2721667,-233.296229,-157.4293049,-168.6118042,-162.390979
-524.5697811,-232.3025343,-166.4088171,-186.6880652,-162.7927628
-521.5506782,-231.2878583,-149.884698,-196.5430929,-161.5019564
-518.8708755,-232.6724755,-147.5788823,-188.5533866,-160.109649
-529.7902174,-232.7991948,-145.1004937,-195.5430298,-158.6087334
-526.9585952,-231.793764,-143.6306974,-188.6249794,-157.1109298
-523.7463792,-230.7406086,-142.0238848,-182.0068604,-155.6022253
-510.0292704,-229.7410573,-140.4279262,-163.9972411,-154.0847954
-508.707962,-228.783516,-150.4885637,-159.927888,-153.7251722
-494.6843079,-227.7458048,-135.643666,-166.9549827,-151.9170216
-481.8029311,-225.4884215,-146.8719892,-162.5891773,-151.4125184
-471.040986,-225.8737141,-144.3231985,-158.7137666,-150.7035864
-486.6939301,-226.0192267,-142.230064,-166.0463372,-149.8562341
-488.1064589,-225.0529138,-140.6421418,-162.0359841,-148.9348249
-464.5703653,-224.0554103,-139.2290387,-158.4210016,-147.9642463
-455.0595777,-223.1120482,-136.8966326,-154.3561127,-146.8574849
-446.5893763,-223.4082425,-146.2416981,-151.1550145,-146.7959062
-470.3749433,-221.1901425,-143.9516523,-159.091238,-146.5114808
-484.3492554,-220.3191318,-142.2379554,-165.7930864,-146.0841283
-448.7872628,-218.1179746,-152.101903,-161.6153367,-146.6859058
-442.4337691,-217.275036,-149.7134466,-145.7099154,-146.9886599
-411.1679042,-217.4954795,-159.1170992,-131.39361,-148.2015038
-406.6111594,-216.6594031,-155.1941165,-141.1362319,-148.9007651
-403.6881867,-214.4937456,-163.8511185,-127.2594403,-150.3958004
-442.3710047,-214.9165033,-159.8876739,-146.3062818,-151.3449878
-435.7959794,-214.0587395,-167.5665272,-131.9575964,-152.9671417
-429.4758244,-214.2526186,-163.1340647,-144.3042787,-153.983834
-423.6665866,-213.4156528,-171.4038501,-130.1593448,-155.7258356
-432.4815672,-211.3042409,-167.0123047,-129.7498382,-156.8544825
-426.5059101,-211.6022751,-162.7989134,-129.2463212,-157.4489256
-421.064413,-213.5088195,-146.804014,-128.6653228,-156.3844344
-436.0758693,-212.6840147,-144.5802283,-127.9247619,-155.2040138
-429.4953236,-210.5659134,-142.4232146,-126.793908,-153.9259339
-403.3911204,-209.7695864,-164.0077044,-114.3354551,-154.934111
-396.0184719,-213.1946374,-171.3217581,-103.1164668,-156.5728757
-393.9491292,-212.3918499,-166.8195125,-105.1108583,-157.5975394
-422.8423602,-211.6045425,-150.3318912,-118.3385753,-156.8709745
-441.8903508,-209.5066008,-147.2530178,-118.5641672,-155.9091789
-435.175481,-208.701595,-145.033883,-118.7745353,-154.8216493
-429.0115039,-206.6291049,-131.7593289,-118.9549936,-152.5154172
-423.5803534,-205.9261059,-130.8296067,-119.1463639,-150.3468362
-426.0971057,-205.1908884,-143.1889171,-119.392059,-149.6310443
-431.485897,-204.4391427,-141.5809437,-119.2496553,-148.8260342
-462.7766603,-203.7337291,-141.3279146,-119.2009309,-148.0762223
-475.4531404,-202.9977485,-127.2484966,-119.6765187,-145.9934497
-477.8545249,-202.2804965,-139.6841837,-120.2896981,-145.3625231
-455.8778358,-201.5911719,-138.1237596,-120.9092859,-144.6386467
-486.1240576,-203.3772844,-147.3403792,-121.0299269,-144.90882
-489.6455081,-203.8476013,-145.1413282,-120.7216028,-144.9320708
-489.6791444,-203.1309585,-143.165037,-120.8352111,-144.7553674
-490.5722174,-204.3791517,-140.2328599,-120.9090967,-144.3031167
-491.4334129,-202.3438911,-137.5955093,-108.9990586,-143.6323559
-502.7090771,-201.6031556,-123.9053424,-133.136988,-141.6596546
-513.7682246,-203.3508903,-141.6025612,-131.6737727,-141.6539452
-510.9778441,-203.760534,-140.8734887,-141.7086206,-141.5758996
-497.4165232,-204.3556878,-139.3757171,-139.792348,-141.3558813
-486.1859663,-202.3166884,-149.1729418,-137.5881503,-142.1375874
-512.4998693,-201.6623207,-145.6570937,-136.3258251,-142.489538
-515.3069033,-200.9577339,-144.987972,-134.9539079,-142.7393814
-537.3005901,-200.1897585,-142.9742364,-133.6294508,-142.7628669
-533.0726811,-200.6667201,-152.7466383,-131.9705197,-143.7612441
-517.5370666,-201.8074639,-173.7594671,-131.3746071,-146.7610664
-508.3336099,-202.4229931,-169.5908356,-130.1252845,-149.0440433
-520.0778012,-204.8594204,-166.2953094,-129.5444902,-150.7691699
-529.016666,-204.1540022,-161.453427,-116.8914442,-151.8375956
-537.8596113,-203.42957,-169.3807095,-117.5070418,-153.591907
-533.5987911,-205.5037791,-164.2858659,-118.1466333,-154.6613029
-564.6709275,-205.9957964,-161.081638,-129.5902277,-155.3033364
-569.8985521,-205.2421597,-168.0592095,-129.1952195,-156.5789237
-574.8694857,-207.5842515,-165.049797,-141.5549922,-157.426011
-602.080631,-206.7234905,-161.9569211,-150.1145827,-157.879102
-593.9695068,-205.9859742,-171.3415677,-147.5288752,-159.2253486
-598.264912,-205.2492948,-167.8697746,-133.1710275,-160.0897912
-589.2628495,-203.2158518,-165.2039255,-132.508189,-160.6012046
-580.8121148,-203.7907299,-162.6002982,-131.6204337,-160.801114
-599.5349289,-204.3943942,-158.8416408,-155.9959067,-160.6051667
-601.8134874,-203.6752218,-143.0062076,-164.8311036,-158.8452708
-608.5943081,-202.9235335,-140.1215287,-183.8995833,-156.9728966
-586.2777657,-202.2147103,-160.4781316,-165.7772442,-157.3234201
-612.7348907,-201.4717318,-168.7936153,-172.9156998,-158.4704396
-613.3986059,-200.7797026,-176.2963327,-167.9063576,-160.2530289
-630.731555,-201.5437046,-171.3290135,-163.6587215,-161.3606274
-630.2892883,-202.180425,-166.7368406,-147.4595451,-161.8982487
-591.0841894,-200.1690315,-164.05988,-144.5403452,-162.1144118
-581.6141742,-199.5022951,-161.7189989,-142.6912295,-162.0748705
-584.1549797,-198.840194,-181.2724381,-140.6662466,-163.9946273
-565.4615791,-198.1009272,-177.3218601,-138.8764125,-165.3273506
-545.8712562,-197.429196,-173.561062,-137.0473742,-166.1507217
-535.6685537,-195.4611755,-169.0921189,-135.5318058,-166.4448614
-531.7375307,-195.9981071,-175.4364419,-133.8859463,-167.3440195
-540.4989212,-195.3720974,-182.3415494,-144.5579326,-168.8437725
-561.913365,-196.0209076,-178.2958851,-154.6047246,-169.7889837
-569.1655464,-196.4144423,-172.9972637,-151.3908073,-170.1098117
-574.6797891,-195.829795,-155.8807252,-148.788959,-168.6869031
-587.2790302,-195.1924827,-154.5260461,-166.4669384,-167.2708174
-602.5783037,-194.4640538,-163.2221394,-162.2438493,-166.8659496
-627.6698385,-196.3240504,-159.0669305,-169.2666915,-166.0860477
-621.6337373,-197.6873151,-155.4672005,-152.5821128,-165.024163
-632.667913,-197.0501747,-151.8564887,-149.0773738,-163.7073955
-631.6174992,-196.4178038,-136.7226984,-146.3681934,-161.0089258
-630.5467824,-196.9495173,-147.7043205,-143.8317833,-159.6784653
-617.6020608,-196.3069784,-134.9699394,-129.6617247,-157.2076127
-616.184646,-196.8751212,-134.7775179,-142.6752957,-154.9646032
-584.9662228,-194.9228686,-134.5206659,-128.714011,-152.9202095
-552.4217171,-199.7075333,-133.06606,-116.0069753,-150.9347945
-558.6820751,-199.0211554,-132.1822055,-128.020875,-149.0595356
-552.1767295,-199.7243785,-143.2316865,-127.1374305,-148.4767507
-556.3868998,-199.0455396,-163.8420216,-137.4735955,-150.0132778
-567.263395,-199.5165877,-159.7432378,-156.5804414,-150.9862738
-584.8361267,-201.4044121,-167.2667944,-167.7819632,-152.6143259
-589.0325652,-201.9696447,-174.8924672,-163.4164025,-154.84214
-579.8246106,-202.4210213,-171.1422267,-159.527692,-156.4721487
-571.570037,-201.720642,-185.9585038,-156.5450696,-159.4207842
-551.8758029,-201.0592529,-179.7771689,-153.2104771,-161.4564227
-533.4969365,-199.0708234,-175.89482,-150.1364558,-162.9002624
-554.2365943,-198.4282891,-172.3163437,-160.0505987,-163.8418705
-548.5600911,-199.1519802,-169.0999533,-156.3515236,-164.3676788
-530.8162898,-198.4891146,-164.1459784,-153.4328029,-164.3455088
-538.399974,-199.1591485,-171.8158336,-162.1709679,-165.0925412
-565.1018986,-197.1808813,-179.0707406,-182.4922094,-166.4903612
-545.6553959,-198.3163219,-186.4486563,-188.0857807,-168.4861907
-542.4577295,-200.057177,-179.2348763,-181.700911,-169.5610593
-549.383591,-201.6591183,-175.1319074,-175.3767365,-170.1181441
-542.5511537,-202.6317569,-170.0451482,-181.3567378,-170.1108445
-538.5637356,-214.3429286,-165.0658285,-163.5348536,-169.6063429
-529.3869226,-217.1924897,-161.9154403,-170.9406304,-168.8372526
-513.0436685,-216.2787298,-145.7838879,-165.4880623,-166.5319162
-512.9846883,-219.1447966,-143.2914068,-161.0040958,-164.2078652
-499.1156231,-218.2901734,-164.0468447,-157.0963376,-164.1917632
-484.9103321,-216.1294237,-147.907135,-164.1196943,-162.5633003
-461.1300167,-215.2813504,-144.8141898,-147.9755762,-160.7883893
-452.2810074,-214.4203271,-155.4421377,-145.4922195,-160.2537641
-490.4536674,-214.6955342,-153.4486301,-155.0262608,-159.5732507
-464.4195879,-213.8593123,-152.2779517,-139.8087734,-158.8437208
-478.155264,-215.015085,-161.0761005,-161.7714478,-159.0669588
-467.1689004,-214.1284564,-179.6030127,-158.1153847,-161.1205642
-469.2480889,-213.2861657,-163.1856795,-154.2868871,-161.3270757
-469.4879394,-211.1727214,-171.4448712,-151.5368965,-162.3388553
-435.5768984,-210.3234336,-154.3127509,-136.5757625,-161.5362448
-440.4058787,-209.5299788,-163.679186,-135.2347161,-161.7505389
-445.2939766,-208.6908907,-175.4874221,-133.4813531,-163.1242273
-438.3277578,-207.9250276,-170.7944624,-132.6435593,-163.8912508
-433.3186719,-207.2160303,-153.7414136,-131.7082102,-162.8762671
-439.8234444,-205.1577512,-151.120003,-131.0827815,-161.7006407
-420.3884002,-204.4134836,-149.3990504,-142.4874529,-160.4704816
-404.4590962,-202.3739894,-159.2145687,-140.8845672,-160.3448903
-399.6313066,-201.64207,-156.7525722,-150.6390795,-159.9856585
-398.8551544,-214.5767687,-176.9690698,-148.0074999,-161.6839996
-367.4753506,-213.7484324,-195.1045808,-133.5816751,-165.0260578
-367.4953974,-212.9249374,-175.6424328,-131.8391692,-166.0876953
-343.1328227,-213.2502267,-170.2028696,-130.4899556,-166.4992127
-348.5206044,-212.4546596,-153.4292047,-129.5095701,-165.1922119
-384.5353847,-217.3099854,-150.5498606,-152.2348857,-163.7279768
-396.9726704,-216.4106245,-148.8088792,-149.7350325,-162.236067
-440.7606776,-216.8021937,-157.199647,-168.840284,-161.732425
-458.8291158,-215.9836619,-155.1075854,-175.8466521,-161.0699411
-450.96657,-216.6993734,-152.505672,-158.4516639,-160.2135141
-468.8496766,-215.8387422,-159.9331116,-155.0558885,-160.1854739
-479.6480149,-216.1781113,-166.9948823,-163.8603123,-160.8664147
-481.6162351,-215.2613686,-184.1592249,-147.6582395,-163.1956957
-489.7145654,-214.3775526,-190.2957241,-158.0827079,-165.9056986
-517.1458149,-213.5022493,-183.2337815,-154.2860846,-167.6385069
-538.5366504,-212.64328,-164.926931,-150.7272028,-167.3673493
-534.7436591,-211.7947798,-162.125636,-147.8601727,-166.843178
-538.2657169,-211.0466638,-145.9262519,-145.5306071,-164.7514854
-536.4083914,-210.2515226,-153.4755514,-143.5224868,-163.623892
-568.3620755,-210.6875853,-138.2669942,-141.6268674,-161.0882022
-557.7369537,-211.309966,-147.9693838,-139.629487,-159.7763203
-551.9548443,-209.2426956,-146.216514,-137.9481104,-158.4203397
-547.9023703,-209.7221636,-131.6513994,-136.7398158,-155.7434457
-580.1570241,-210.0764884,-149.2936455,-158.2365549,-155.0984657
-573.4278328,-209.3145958,-146.5466496,-154.4970731,-154.2432841
-579.073449,-208.5508768,-144.8716998,-151.3733506,-153.3061256
-571.6153893,-207.7973045,-143.1237065,-136.5761768,-152.2878837
-568.670109,-208.3526111,-142.736885,-153.7063359,-151.3327838
-562.442779,-206.2971543,-163.1526689,-150.8871585,-152.5147724
-569.6269964,-204.2555506,-159.0750679,-148.2447568,-153.1708019
